nome,cpf,idade,data,endereco,bairro,estado
Nome Inválido,436 .***.***-07,46.0,1979-02-03,"rodovia de moreira, 6
santo agostinho
88797976 melo de rodrigues / am",santo agostinho,AM
Nome Inválido,450 .***.***-80,87.0,1938-07-30,"esplanada oliveira, 654
serra
05893442 barros grande / pr",serra,PR
Nome Inválido,230 .***.***-50,22.0,2003-03-03,"rodovia thomas santos, 48
vila suzana segunda seção
76192-382 da cruz / am",vila suzana segunda seção,AM
Nome Inválido,926 .***.***-00,95.0,1930-09-14,"vila milena porto, 70
marieta 1ª seção
21471136 viana de minas / ro",marieta 1ª seção,RO
Nome Inválido,642 .***.***-46,98.0,1927-03-22,"lagoa rebeca novaes, 77
são jorge 1ª seção
99459-667 da luz / se",são jorge 1ª seção,SE
Nome Inválido,074 .***.***-94,65.0,1960-04-18,"núcleo sales, 59
novo das industrias
25075979 da mota / pe",novo das industrias,PE
Nome Inválido,142 .***.***-17,78.0,1947-07-08,"feira sales, 82
coração eucarístico
14004-925 rezende / al",coração eucarístico,AL
Nome Inválido,653 .***.***-37,27.0,1998-09-20,"colônia de azevedo, 22
centro
28232955 vieira / ce",centro,CE
Nome Inválido,532 .***.***-41,32.0,1993-12-14,"alameda fernandes
são salvador
47528-909 vieira do norte / am",são salvador,AM
Nome Inválido,560 .***.***-86,31.0,1994-10-09,"estrada de castro, 671
trevo
70826-740 aragão / pi",trevo,PI
Nome Inválido,805 .***.***-04,54.0,1971-07-29,"trecho calebe ferreira, 902
funcionários
75361-448 mendes / al",funcionários,AL
Nome Inválido,546 .***.***-98,50.0,1975-07-26,"chácara joão gabriel correia, 983
vila batik
90033-732 souza / es",vila batik,ES
Nome Inválido,915 .***.***-33,47.0,1978-03-05,"lago maria cecília dias, 93
marçola
81757780 nogueira alegre / mg",marçola,MG
Nome Inválido,203 .***.***-70,20.0,2005-12-13,"via de santos
delta
16982254 da rosa / df",delta,DF
Nome Inválido,502 .***.***-52,20.0,2005-11-29,"viela mariana ferreira, 867
cidade jardim taquaril
41562-571 almeida da serra / al",cidade jardim taquaril,AL
Nome Inválido,713 .***.***-44,35.0,1990-09-08,"via caio carvalho, 11
inconfidência
12395-579 silveira / am",inconfidência,AM
Nome Inválido,574 .***.***-93,94.0,1931-05-23,"residencial joão guilherme campos
vila paraíso
64575-574 da costa / pr",vila paraíso,PR
Nome Inválido,837 .***.***-56,45.0,1980-03-22,"vereda jesus, 420
monsenhor messias
58414-188 campos / df",monsenhor messias,DF
Nome Inválido,726 .***.***-55,83.0,1942-09-08,"setor de da mata, 49
zilah sposito
64777814 moraes / pi",zilah sposito,PI
Nome Inválido,680 .***.***-67,45.0,1980-06-22,"rua lavínia da rosa, 9
pedreira padro lopes
34591588 moreira do oeste / to",pedreira padro lopes,TO
Nome Inválido,983 .***.***-30,93.0,1932-09-01,"setor de santos, 49
itatiaia
61014707 vieira de ferreira / sp",itatiaia,SP
Nome Inválido,637 .***.***-66,65.0,1960-11-19,"parque thomas nogueira, 74
outro
56064351 nogueira / am",outro,AM
Nome Inválido,943 .***.***-23,27.0,1998-02-28,"viela de mendes, 45
jardim leblon
96236-614 alves / am",jardim leblon,AM
Nome Inválido,813 .***.***-24,84.0,1941-03-23,"loteamento barbosa, 28
vila madre gertrudes 2ª seção
30505246 viana de barbosa / ro",vila madre gertrudes 2ª seção,RO
Nome Inválido,534 .***.***-04,45.0,1980-06-25,"trevo barros, 87
chácara leonina
32250-516 correia do sul / pr",chácara leonina,PR
Nome Inválido,045 .***.***-29,20.0,2005-09-09,"lagoa isabella viana, 20
zilah sposito
57396-028 da costa / pr",zilah sposito,PR
Nome Inválido,237 .***.***-02,26.0,1999-03-31,"fazenda rezende, 619
vila da paz
12171588 cunha / pi",vila da paz,PI
Nome Inválido,193 .***.***-33,49.0,1976-06-16,"praça souza
santa inês
51653-076 sales / sc",santa inês,SC
Nome Inválido,591 .***.***-39,32.0,1993-03-28,"praça almeida, 81
são bento
89716066 cavalcanti / mt",são bento,MT
Nome Inválido,560 .***.***-59,39.0,1986-07-11,"vila martins, 7
casa branca
24755-263 rezende do norte / pa",casa branca,PA
Nome Inválido,078 .***.***-02,70.0,1955-09-27,"passarela de pires, 6
olhos d'água
60019-193 nogueira / ms",olhos d'água,MS
Nome Inválido,015 .***.***-60,89.0,1936-06-19,"aeroporto lavínia porto, 29
barreiro
62756-069 da costa / rr",barreiro,RR
Nome Inválido,216 .***.***-60,72.0,1953-05-23,"parque de aragão, 76
cachoeirinha
02496-655 castro dos dourados / es",cachoeirinha,ES
Nome Inválido,134 .***.***-00,44.0,1981-08-06,"vale ramos, 60
vila santo antônio
30951-261 cardoso / rr",vila santo antônio,RR
Nome Inválido,709 .***.***-48,77.0,1948-05-19,"loteamento nascimento
engenho nogueira
51363757 freitas de minas / pa",engenho nogueira,PA
Nome Inválido,893 .***.***-87,79.0,1946-09-28,"esplanada joão guilherme barbosa, 39
barão homem de melo 2ª seção
27835-647 teixeira de da rocha / al",barão homem de melo 2ª seção,AL
Nome Inválido,845 .***.***-28,33.0,1992-05-29,"parque nascimento
vila minaslandia
52552505 pires / al",vila minaslandia,AL
Nome Inválido,548 .***.***-88,77.0,1948-03-04,"largo alves, 654
vera cruz
86331-648 da mata das flores / ms",vera cruz,MS
Nome Inválido,032 .***.***-38,52.0,1973-01-05,"trevo de azevedo, 36
vila barragem santa lúcia
25527-534 nunes de minas / pr",vila barragem santa lúcia,PR
Nome Inválido,109 .***.***-77,28.0,1997-06-11,"área de barros, 4
vila mangueiras
34927703 campos / ce",vila mangueiras,CE
Nome Inválido,273 .***.***-60,84.0,1941-02-17,"setor arthur barros, 58
vera cruz
74085586 gonçalves / mt",vera cruz,MT
Nome Inválido,079 .***.***-05,51.0,1974-03-30,"largo gomes, 85
vila da paz
12874488 almeida das pedras / pb",vila da paz,PB
Nome Inválido,134 .***.***-25,55.0,1970-03-16,"praia agatha cardoso, 1
lagoinha
89331294 azevedo / pi",lagoinha,PI
Nome Inválido,472 .***.***-60,79.0,1946-07-10,"via novaes, 81
vila são paulo
75725-378 viana / mt",vila são paulo,MT
Nome Inválido,839 .***.***-83,90.0,1935-10-11,"pátio castro, 51
vila trinta e um de março
55241883 novaes / es",vila trinta e um de março,ES
Nome Inválido,086 .***.***-50,55.0,1970-09-05,"campo lima, 42
conjunto califórnia ii
56662-295 aragão alegre / pe",conjunto califórnia ii,PE
Nome Inválido,209 .***.***-89,62.0,1963-09-23,"esplanada rafael viana, 38
apolonia
79597-756 jesus / mg",apolonia,MG
Nome Inválido,891 .***.***-89,21.0,2004-03-06,"travessa beatriz fogaça, 47
fernão dias
67632359 ferreira / rn",fernão dias,RN
Nome Inválido,135 .***.***-84,87.0,1938-09-06,"praça correia, 3
canadá
10967-617 da rocha / rj",canadá,RJ
Nome Inválido,318 .***.***-57,61.0,1964-11-06,"viela maria cecília viana, 44
vila copacabana
57773029 teixeira grande / pa",vila copacabana,PA
Nome Inválido,403 .***.***-17,37.0,1988-01-28,"vila nina moura, 41
vila santo antônio
90620403 cardoso grande / pa",vila santo antônio,PA
Nome Inválido,930 .***.***-34,61.0,1964-04-07,"núcleo carvalho, 87
piraja
27363-406 aragão / pi",piraja,PI
Nome Inválido,680 .***.***-80,52.0,1973-12-15,"rodovia de da luz, 710
saudade
97753-283 almeida / ro",saudade,RO
Nome Inválido,543 .***.***-57,28.0,1997-10-29,"residencial beatriz lopes
ermelinda
10264438 pinto do amparo / rn",ermelinda,RN
Nome Inválido,259 .***.***-03,69.0,1956-05-14,"aeroporto de ferreira, 9
senhor dos passos
60406901 pinto / ac",senhor dos passos,AC
Nome Inválido,593 .***.***-25,32.0,1993-04-27,"chácara da luz, 27
bonfim
19292291 freitas / sp",bonfim,SP
Nome Inválido,561 .***.***-06,48.0,1977-06-19,"núcleo cardoso
barreiro
53334004 da mata / to",barreiro,TO
Nome Inválido,503 .***.***-51,44.0,1981-02-21,"residencial de ribeiro, 11
vila santa rosa
31387-267 ramos do galho / go",vila santa rosa,GO
Nome Inválido,416 .***.***-61,33.0,1992-02-03,"aeroporto de campos, 63
são gabriel
23280-868 caldeira de costa / pb",são gabriel,PB
Nome Inválido,730 .***.***-70,33.0,1992-05-25,"loteamento de rodrigues
santa cecilia
06586958 sales / go",santa cecilia,GO
Nome Inválido,047 .***.***-66,53.0,1972-06-20,"vale pinto, 70
esplanada
62764-552 azevedo / pi",esplanada,PI
Nome Inválido,517 .***.***-06,67.0,1958-10-01,"vale costela, 5
parque são josé
96135-251 da costa / sp",parque são josé,SP
Nome Inválido,681 .***.***-90,82.0,1943-09-26,"jardim de barros, 111
caiçara - adelaide
35595-078 rocha / to",caiçara - adelaide,TO
Nome Inválido,154 .***.***-01,77.0,1948-10-12,"pátio da rocha, 793
vila rica
94599043 pereira do amparo / es",vila rica,ES
Nome Inválido,360 .***.***-47,95.0,1930-05-17,"setor samuel porto, 99
bairro das indústrias ii
86695-066 da rocha / am",bairro das indústrias ii,AM
Nome Inválido,318 .***.***-70,66.0,1959-02-01,"via diego lima, 60
distrito industrial do jatoba
23453-385 rezende da praia / ap",distrito industrial do jatoba,AP
Nome Inválido,293 .***.***-83,76.0,1949-09-12,"área joão lucas lima, 997
são benedito
29475280 correia do oeste / ro",são benedito,RO
Nome Inválido,068 .***.***-00,47.0,1978-02-15,"praia vitor gabriel cunha, 89
concórdia
76769-266 barros de almeida / sc",concórdia,SC
Nome Inválido,786 .***.***-22,59.0,1966-11-05,"viaduto juliana nogueira
trevo
27312378 costela / ba",trevo,BA
Nome Inválido,079 .***.***-68,50.0,1975-03-26,"passarela moura, 85
vila rica
97660-932 pinto / df",vila rica,DF
Nome Inválido,498 .***.***-00,31.0,1994-06-21,"condomínio de sales, 62
são bernardo
26536-770 da paz de farias / pb",são bernardo,PB
Nome Inválido,197 .***.***-93,35.0,1990-11-29,"estação de ribeiro, 893
zilah sposito
70649126 da luz / sp",zilah sposito,SP
Nome Inválido,156 .***.***-53,83.0,1942-12-02,Endereco Inválido,Desconhecido,Desconhecido
Nome Inválido,798 .***.***-39,57.0,1968-08-14,"estrada ana ramos, 10
novo tupi
28462177 nascimento / go",novo tupi,GO
Nome Inválido,509 .***.***-66,62.0,1963-03-04,"estação de azevedo, 639
vila antena montanhês
95402652 souza / ms",vila antena montanhês,MS
Nome Inválido,612 .***.***-06,89.0,1936-04-16,"viaduto eduarda pinto, 76
pousada santo antonio
59415989 da mota / rs",pousada santo antonio,RS
Nome Inválido,791 .***.***-23,85.0,1940-02-19,"morro lavínia almeida
esperança
86630-979 da mota da praia / ap",esperança,AP
Nome Inválido,496 .***.***-09,98.0,1927-11-21,"travessa oliveira, 28
minas brasil
46483592 cardoso de pires / ma",minas brasil,MA
Nome Inválido,491 .***.***-64,89.0,1936-05-14,"conjunto de souza, 842
petropolis
42034714 da cruz de duarte / to",petropolis,TO
Nome Inválido,461 .***.***-90,47.0,1978-12-27,"quadra de fogaça, 57
vila nova gameleira 3ª seção
66845-310 azevedo / pe",vila nova gameleira 3ª seção,PE
Nome Inválido,873 .***.***-53,71.0,1954-09-01,"estrada de carvalho, 52
conjunto jardim filadélfia
52805087 da rocha grande / go",conjunto jardim filadélfia,GO
Nome Inválido,485 .***.***-06,31.0,1994-08-07,"travessa melo, 5
biquinhas
66489954 farias / es",biquinhas,ES
Nome Inválido,704 .***.***-74,41.0,1984-02-28,"largo de rodrigues, 19
campo alegre
45308605 oliveira / df",campo alegre,DF
Nome Inválido,123 .***.***-77,51.0,1974-06-14,"área nogueira
solimoes
33583-693 fogaça de minas / pe",solimoes,PE
Nome Inválido,178 .***.***-03,94.0,1931-02-16,"estação mendes
colégio batista
63789-623 mendes / pr",colégio batista,PR
Nome Inválido,795 .***.***-76,98.0,1927-05-16,"passarela de carvalho, 69
coração de jesus
30963-058 jesus de gonçalves / se",coração de jesus,SE
Nome Inválido,754 .***.***-28,27.0,1998-01-24,"morro de nascimento, 17
coqueiros
45908-211 carvalho / mg",coqueiros,MG
Nome Inválido,142 .***.***-30,22.0,2003-03-24,"largo viana, 3
vila fumec
88329854 duarte grande / pe",vila fumec,PE
Nome Inválido,624 .***.***-17,73.0,1952-04-06,"loteamento de viana, 65
conjunto novo dom bosco
74866-542 gomes / pi",conjunto novo dom bosco,PI
Nome Inválido,482 .***.***-02,90.0,1935-07-24,"feira gustavo nascimento, 911
vila calafate
13255-925 dias da serra / rs",vila calafate,RS
Nome Inválido,846 .***.***-40,50.0,1975-03-04,"vereda cunha
jardim do vale
23769849 peixoto / es",jardim do vale,ES
Nome Inválido,038 .***.***-08,50.0,1975-05-27,"aeroporto augusto das neves, 847
maria helena
14413023 sales do sul / to",maria helena,TO
Nome Inválido,625 .***.***-02,100.0,1925-04-09,"feira fogaça, 914
vila dos anjos
04874-947 gonçalves / pi",vila dos anjos,PI
Nome Inválido,527 .***.***-49,56.0,1969-02-27,"estação moraes, 13
carmo
16880467 sales / mg",carmo,MG
Nome Inválido,514 .***.***-94,93.0,1932-04-28,"feira maria julia costela, 21
mariano de abreu
15900292 viana / mg",mariano de abreu,MG
Nome Inválido,169 .***.***-15,68.0,1957-12-07,"loteamento de lima, 16
conjunto providencia
30306-177 vieira / se",conjunto providencia,SE
Nome Inválido,245 .***.***-55,65.0,1960-02-06,"rodovia pires, 57
vila de sá
77231854 das neves de minas / sp",vila de sá,SP
Nome Inválido,018 .***.***-03,96.0,1929-07-20,"pátio carvalho
vila primeiro de maio
20761463 cardoso / ap",vila primeiro de maio,AP
Nome Inválido,291 .***.***-05,61.0,1964-02-09,"parque melo, 462
vila cloris
72257447 alves paulista / go",vila cloris,GO
Nome Inválido,860 .***.***-57,63.0,1962-02-15,"alameda vitor gabriel lopes, 52
pedreira padro lopes
39505-792 freitas / ms",pedreira padro lopes,MS
Nome Inválido,078 .***.***-50,35.0,1990-07-07,"campo de campos, 83
vila tirol
47518-448 moura / rn",vila tirol,RN
Nome Inválido,340 .***.***-51,54.0,1970-10-31,"passarela oliveira, 48
santa monica
65901774 barbosa / ro",santa monica,RO
Nome Inválido,289 .***.***-65,81.0,1943-12-31,"via letícia nunes, 280
monsenhor messias
23682-395 porto do campo / al",monsenhor messias,AL
Nome Inválido,874 .***.***-13,45.0,1980-12-28,"travessa ribeiro, 92
pindorama
41498-699 costa / go",pindorama,GO
Nome Inválido,016 .***.***-48,52.0,1973-12-09,"conjunto eduardo da paz, 2
dom joaquim
57205-706 da rosa / ap",dom joaquim,AP
Nome Inválido,648 .***.***-08,39.0,1986-11-05,"feira clara lima, 5
vila independencia 3ª seção
97223-857 sales alegre / ma",vila independencia 3ª seção,MA
Nome Inválido,938 .***.***-86,79.0,1946-02-09,"núcleo de rocha, 9
sport club
85502-689 dias / sp",sport club,SP
Nome Inválido,671 .***.***-12,22.0,2003-07-18,"vila de freitas, 80
santo antônio
64429-208 souza / ac",santo antônio,AC
Nome Inválido,216 .***.***-94,48.0,1977-12-11,"fazenda de lima, 95
vila das oliveiras
24075-695 santos / rj",vila das oliveiras,RJ
Nome Inválido,087 .***.***-76,76.0,1949-11-23,"ladeira caldeira, 5
vila paris
30774-845 das neves do galho / ac",vila paris,AC
Nome Inválido,720 .***.***-87,36.0,1989-02-02,"travessa ana lívia da mata, 63
madri
52820362 correia / es",madri,ES
Nome Inválido,643 .***.***-90,89.0,1936-07-09,"residencial costa, 9
cidade jardim taquaril
93834094 cunha paulista / se",cidade jardim taquaril,SE
Nome Inválido,154 .***.***-51,26.0,1999-03-16,"colônia monteiro, 49
europa
08852-447 souza / mt",europa,MT
Nome Inválido,152 .***.***-44,32.0,1993-12-15,"lagoa das neves, 36
marçola
29562-910 martins do galho / ba",marçola,BA
Nome Inválido,496 .***.***-33,53.0,1972-07-03,"esplanada souza, 437
álvaro camargos
13558-006 costa / mg",álvaro camargos,MG
Nome Inválido,372 .***.***-53,69.0,1956-05-24,"favela de carvalho, 28
confisco
78293-561 porto / rs",confisco,RS
Nome Inválido,820 .***.***-30,74.0,1951-03-20,"praça caroline almeida, 19
conjunto bonsucesso
43369846 carvalho / df",conjunto bonsucesso,DF
Nome Inválido,753 .***.***-95,74.0,1951-03-25,"lagoa de fogaça, 92
pantanal
50346-679 fogaça das pedras / mg",pantanal,MG
Nome Inválido,690 .***.***-34,70.0,1955-05-27,"vale ana julia porto, 19
alto barroca
44810-914 aragão / mg",alto barroca,MG
Nome Inválido,685 .***.***-89,95.0,1930-09-02,"residencial de cunha, 20
santana do cafezal
00664725 ramos de da conceição / pb",santana do cafezal,PB
Nome Inválido,520 .***.***-80,68.0,1957-06-21,"travessa lucca carvalho, 38
aeroporto
73024753 novaes / ro",aeroporto,RO
Nome Inválido,937 .***.***-12,55.0,1970-03-11,"aeroporto ana clara oliveira
indaiá
32077320 monteiro das flores / am",indaiá,AM
Nome Inválido,754 .***.***-47,39.0,1986-11-14,"praia de da mata, 18
são jorge 3ª seção
06677252 melo verde / rj",são jorge 3ª seção,RJ
Nome Inválido,162 .***.***-90,58.0,1967-05-22,"favela de azevedo, 62
lindéia
03359507 ribeiro paulista / ma",lindéia,MA
Nome Inválido,617 .***.***-07,80.0,1945-12-06,"loteamento ferreira, 493
lagoa
76527-079 barros de carvalho / pi",lagoa,PI
Nome Inválido,498 .***.***-30,26.0,1999-04-16,"campo vinicius campos, 2
conjunto são francisco de assis
98574-475 carvalho / mg",conjunto são francisco de assis,MG
Nome Inválido,584 .***.***-00,47.0,1978-12-27,"condomínio bruna mendes, 55
pongelupe
35084954 dias / ce",pongelupe,CE
Nome Inválido,901 .***.***-03,34.0,1991-05-31,"loteamento freitas, 30
primeiro de maio
60294-574 correia do galho / sp",primeiro de maio,SP
Nome Inválido,159 .***.***-97,23.0,2002-05-03,"trecho de freitas, 8
vila piratininga venda nova
52726355 gonçalves / to",vila piratininga venda nova,TO
Nome Inválido,705 .***.***-92,66.0,1959-08-13,"alameda de da rosa, 2
são salvador
19976-771 moreira / pe",são salvador,PE
Nome Inválido,894 .***.***-20,100.0,1925-08-08,"largo juliana barbosa, 182
concórdia
78949-350 da luz / rn",concórdia,RN
Nome Inválido,789 .***.***-28,50.0,1975-05-17,"viela de da paz
minaslandia
66289973 da rocha da mata / pe",minaslandia,PE
Nome Inválido,962 .***.***-73,38.0,1987-09-28,"passarela joão lucas nogueira, 753
são pedro
30597-524 gonçalves / pe",são pedro,PE
Nome Inválido,578 .***.***-60,82.0,1943-12-10,"campo vinicius silva, 27
lagoinha
89600340 oliveira / ac",lagoinha,AC
Nome Inválido,716 .***.***-55,27.0,1998-04-30,"viaduto de castro, 65
jardim vitoria
59934-260 lima / rr",jardim vitoria,RR
Nome Inválido,518 .***.***-73,53.0,1972-10-28,"estrada de rocha, 305
lourdes
66547-572 freitas / pe",lourdes,PE
Nome Inválido,472 .***.***-49,97.0,1928-12-23,"pátio lopes, 1
varzea da palma
21960284 moreira do galho / am",varzea da palma,AM
Nome Inválido,492 .***.***-79,88.0,1937-06-21,"recanto gustavo pereira, 77
santo antônio
41583781 teixeira / pe",santo antônio,PE
Nome Inválido,518 .***.***-60,33.0,1992-02-25,"largo kevin barbosa, 2
vila da ária
11922167 farias / mg",vila da ária,MG
Nome Inválido,073 .***.***-22,31.0,1994-11-19,"recanto azevedo
vila cloris
93763674 alves de goiás / ce",vila cloris,CE
Nome Inválido,346 .***.***-87,51.0,1974-10-05,"trecho igor barros, 77
mariano de abreu
03314-220 martins do amparo / es",mariano de abreu,ES
Nome Inválido,428 .***.***-22,95.0,1930-03-08,"alameda de pinto
pousada santo antonio
23210876 silveira / rs",pousada santo antonio,RS
Nome Inválido,637 .***.***-90,65.0,1960-10-10,"trevo rezende, 51
bela vitoria
18388-150 mendes de porto / mg",bela vitoria,MG
Nome Inválido,063 .***.***-07,56.0,1969-12-25,"estação de freitas, 32
corumbiara
14711-167 teixeira / rr",corumbiara,RR
Nome Inválido,083 .***.***-86,31.0,1994-10-12,"distrito rocha
luxemburgo
87202478 araújo / ce",luxemburgo,CE
Nome Inválido,132 .***.***-89,29.0,1996-12-02,"recanto silveira, 47
olhos d'água
47019155 ramos / es",olhos d'água,ES
Nome Inválido,642 .***.***-78,72.0,1953-11-03,"residencial de pires, 28
laranjeiras
90058-265 alves de oliveira / rs",laranjeiras,RS
Nome Inválido,163 .***.***-10,39.0,1986-02-05,"distrito de lopes, 397
alto dos pinheiros
64452311 caldeira das flores / ms",alto dos pinheiros,MS
Nome Inválido,962 .***.***-00,89.0,1936-11-03,"feira cardoso, 21
conjunto minas caixa
66461-182 carvalho de goiás / rn",conjunto minas caixa,RN
Nome Inválido,148 .***.***-67,42.0,1983-05-07,"conjunto daniel fernandes, 403
garças
71034367 da conceição do campo / go",garças,GO
Nome Inválido,306 .***.***-53,59.0,1966-01-18,"parque maitê santos, 42
boa viagem
72176802 ribeiro alegre / rs",boa viagem,RS
Nome Inválido,293 .***.***-41,22.0,2003-08-22,"quadra de da mota, 62
alto caiçaras
27102-258 rezende do galho / mg",alto caiçaras,MG
Nome Inválido,852 .***.***-02,32.0,1993-05-24,"viaduto jesus, 11
conjunto jatoba
20417-169 alves de monteiro / df",conjunto jatoba,DF
Nome Inválido,843 .***.***-14,55.0,1970-01-25,"alameda anthony fogaça, 11
mantiqueira
77508-379 aragão / rs",mantiqueira,RS
Nome Inválido,430 .***.***-80,31.0,1994-04-23,"quadra de fogaça, 28
pantanal
51254-681 monteiro / pi",pantanal,PI
Nome Inválido,263 .***.***-15,46.0,1979-12-26,"fazenda caldeira
satelite
32090552 freitas / am",satelite,AM
Nome Inválido,846 .***.***-39,56.0,1969-02-19,"vila alves
jardim atlântico
71862-679 costa / df",jardim atlântico,DF
Nome Inválido,748 .***.***-09,77.0,1948-12-28,"feira enrico nogueira, 1
itaipu
30458-005 peixoto / pb",itaipu,PB
Nome Inválido,298 .***.***-64,94.0,1931-01-03,"rua pedro miguel da luz, 95
nossa senhora do rosário
81008796 moreira do amparo / pa",nossa senhora do rosário,PA
Nome Inválido,192 .***.***-32,63.0,1962-10-21,"vila de da mata
cônego pinheiro 2ª seção
25940-946 rodrigues / ce",cônego pinheiro 2ª seção,CE
Nome Inválido,587 .***.***-44,64.0,1961-05-15,"sítio de cardoso, 88
acaiaca
38458223 dias / rs",acaiaca,RS
Nome Inválido,046 .***.***-74,39.0,1986-08-19,"jardim maria sophia ferreira, 95
vila nova paraíso
26195069 viana de rocha / ce",vila nova paraíso,CE
Nome Inválido,213 .***.***-21,27.0,1998-04-01,"praça de castro, 980
ernesto nascimento
34433-095 almeida / se",ernesto nascimento,SE
Nome Inválido,364 .***.***-83,24.0,2001-04-17,"praça olivia silveira, 49
novo das industrias
30053-926 rezende de duarte / ac",novo das industrias,AC
Nome Inválido,714 .***.***-62,24.0,2001-11-19,"área de barros, 86
boa esperança
10087-478 farias / rn",boa esperança,RN
Nome Inválido,263 .***.***-51,77.0,1948-11-19,"alameda gustavo henrique gonçalves, 50
beija flor
29914020 costa de minas / rj",beija flor,RJ
Nome Inválido,806 .***.***-84,23.0,2002-05-16,"jardim de lopes, 7
planalto
72162-664 da luz / am",planalto,AM
Nome Inválido,819 .***.***-13,45.0,1980-04-26,"alameda de da mota, 94
vila paquetá
67514889 lima do oeste / ce",vila paquetá,CE
Nome Inválido,285 .***.***-82,86.0,1939-02-12,"lagoa milena ramos, 4
caiçara - adelaide
27571-728 cardoso grande / am",caiçara - adelaide,AM
Nome Inválido,982 .***.***-40,48.0,1977-08-13,"setor da cunha, 39
jardim montanhês
78862288 rocha / rj",jardim montanhês,RJ
Nome Inválido,510 .***.***-71,27.0,1998-08-20,"área peixoto, 32
flavio de oliveira
00101-655 duarte de mendes / se",flavio de oliveira,SE
Nome Inválido,129 .***.***-73,59.0,1966-09-28,"vereda matheus azevedo, 2
serrano
64023-772 vieira de ribeiro / ac",serrano,AC
Nome Inválido,148 .***.***-87,85.0,1940-11-03,"praia raul campos, 12
conjunto providencia
48882013 azevedo / ce",conjunto providencia,CE
Nome Inválido,936 .***.***-87,52.0,1973-08-28,"jardim enzo da paz, 47
vila ouro minas
27148341 cavalcanti de minas / pr",vila ouro minas,PR
Nome Inválido,720 .***.***-92,44.0,1981-10-08,"vale oliveira, 22
nova suíça
87931-582 sales / rs",nova suíça,RS
Nome Inválido,453 .***.***-33,52.0,1973-07-02,"conjunto maria vitória da cunha, 59
serra do curral
73310638 duarte do campo / mg",serra do curral,MG
Nome Inválido,743 .***.***-22,57.0,1968-12-22,"alameda maria fernanda castro, 87
maravilha
46556-077 martins / pi",maravilha,PI
Nome Inválido,597 .***.***-00,74.0,1951-10-12,"praça de moraes, 588
nova america
32071661 da rocha do sul / pa",nova america,PA
Nome Inválido,910 .***.***-42,36.0,1989-09-16,"jardim de ramos, 69
vila nova gameleira 3ª seção
22927152 martins grande / pa",vila nova gameleira 3ª seção,PA
Nome Inválido,659 .***.***-52,47.0,1978-12-03,"quadra mendes, 42
vila pinho
14608-340 moreira / go",vila pinho,GO
Nome Inválido,791 .***.***-75,42.0,1983-05-07,"campo marcela silveira, 66
álvaro camargos
06681-952 alves do galho / am",álvaro camargos,AM
Nome Inválido,029 .***.***-79,88.0,1937-10-06,"fazenda de moraes, 637
buraco quente
54488894 ferreira de moreira / pr",buraco quente,PR
Nome Inválido,842 .***.***-91,21.0,2004-02-17,"recanto alves, 105
saudade
04473467 da mota de minas / rr",saudade,RR
Nome Inválido,903 .***.***-03,56.0,1969-04-23,"lago jesus, 71
frei leopoldo
96443895 duarte / ma",frei leopoldo,MA
Nome Inválido,918 .***.***-05,52.0,1973-12-23,"esplanada cauã teixeira
jardim américa
82077031 monteiro do galho / sp",jardim américa,SP
Nome Inválido,362 .***.***-06,55.0,1970-03-28,"praia heitor castro, 6
jardim leblon
74490880 da paz de nunes / ms",jardim leblon,MS
Nome Inválido,174 .***.***-16,63.0,1962-07-24,"viela benjamin campos, 1
pompéia
36240-367 mendes da prata / ce",pompéia,CE
Nome Inválido,364 .***.***-50,48.0,1977-12-22,"núcleo castro, 7
maria helena
76215-850 duarte / ba",maria helena,BA
Nome Inválido,108 .***.***-12,56.0,1969-04-03,"estrada lucas gabriel caldeira, 856
joão pinheiro
66574452 cardoso / mg",joão pinheiro,MG
Nome Inválido,260 .***.***-90,35.0,1990-11-27,"trecho freitas, 427
alto dos pinheiros
16352-238 moura / ap",alto dos pinheiros,AP
Nome Inválido,621 .***.***-15,41.0,1984-07-30,"via ribeiro
flavio de oliveira
85013933 lima das flores / pr",flavio de oliveira,PR
Nome Inválido,740 .***.***-85,48.0,1977-12-16,"lago silva, 75
vila oeste
67901-491 cunha da serra / ac",vila oeste,AC
Nome Inválido,692 .***.***-73,88.0,1937-07-30,"travessa duarte, 59
brasil industrial
48304188 moreira de minas / ro",brasil industrial,RO
Nome Inválido,968 .***.***-28,68.0,1957-08-10,"favela sarah porto
conjunto são francisco de assis
82565112 da rosa de goiás / df",conjunto são francisco de assis,DF
Nome Inválido,206 .***.***-68,29.0,1995-10-31,"morro enzo gabriel teixeira, 84
mirtes
35827-828 nascimento / rs",mirtes,RS
Nome Inválido,069 .***.***-20,45.0,1980-07-16,"área da mota, 13
minas caixa
62104258 barbosa do sul / ap",minas caixa,AP
Nome Inválido,618 .***.***-17,53.0,1972-09-08,"viaduto de moreira, 1
vera cruz
02303138 gonçalves do norte / df",vera cruz,DF
Nome Inválido,329 .***.***-99,22.0,2003-01-09,"núcleo luiz gustavo costela, 99
juliana
43635569 peixoto / se",juliana,SE
Nome Inválido,743 .***.***-38,53.0,1972-08-04,"via araújo
são cristóvão
08165-622 peixoto de da rocha / se",são cristóvão,SE
Nome Inválido,418 .***.***-93,98.0,1927-05-27,"lago de cardoso
santa cecilia
78099-314 santos do norte / mg",santa cecilia,MG
